Ticket ID,Ticket Subject,Ticket Status,Ticket Priority,Ticket Type
4874,Product recommendation,closed,Medium,billing inquiry
4875,Data loss,closed,High,billing inquiry
4876,Software bug,open,Critical,cancellation request
4877,Battery life,open,Critical,product inquiry
4878,Product compatibility,closed,Medium,billing inquiry
4879,Refund request,pending customer response,High,cancellation request
4880,Payment issue,open,High,technical issue
4881,Delivery problem,open,Medium,product inquiry
4882,Cancellation request,pending customer response,Low,product inquiry
4883,Product setup,closed,High,refund request
4884,Software bug,closed,Medium,refund request
4885,Product compatibility,closed,High,technical issue
4886,Refund request,pending customer response,Critical,technical issue
4887,Product setup,open,Low,cancellation request
4888,Product compatibility,pending customer response,Critical,technical issue
4889,Data loss,pending customer response,Low,billing inquiry
4890,Product recommendation,closed,Medium,cancellation request
4891,Peripheral compatibility,closed,Medium,technical issue
4892,Hardware issue,closed,Low,refund request
4893,Cancellation request,pending customer response,Medium,cancellation request
4894,Network problem,pending customer response,High,cancellation request
4895,Product recommendation,closed,High,refund request
4896,Software bug,pending customer response,High,cancellation request
4897,Installation support,pending customer response,Critical,product inquiry
4898,Display issue,closed,Low,product inquiry
4899,Display issue,open,Low,product inquiry
4900,Refund request,pending customer response,Critical,billing inquiry
4901,Product setup,pending customer response,Critical,cancellation request
4902,Hardware issue,closed,Medium,cancellation request
4903,Data loss,closed,Critical,refund request
4904,Refund request,open,Medium,refund request
4905,Product compatibility,pending customer response,Low,refund request
4906,Battery life,open,Low,product inquiry
4907,Delivery problem,pending customer response,Medium,refund request
4908,Display issue,open,High,billing inquiry
4909,Account access,closed,Medium,refund request
4910,Account access,closed,High,refund request
4911,Hardware issue,open,Low,billing inquiry
4912,Delivery problem,open,Critical,billing inquiry
4913,Hardware issue,open,High,cancellation request
4914,Display issue,closed,Critical,product inquiry
4915,Software bug,pending customer response,Low,refund request
4916,Software bug,closed,Critical,billing inquiry
4917,Cancellation request,pending customer response,High,product inquiry
4918,Hardware issue,open,Critical,cancellation request
4919,Payment issue,pending customer response,Low,technical issue
4920,Network problem,closed,Low,product inquiry
4921,Product setup,open,Critical,billing inquiry
4922,Refund request,pending customer response,Critical,refund request
4923,Account access,open,Critical,technical issue
4924,Product setup,closed,Critical,billing inquiry
4925,Peripheral compatibility,open,High,billing inquiry
4926,Account access,pending customer response,High,product inquiry
4927,Delivery problem,open,Critical,cancellation request
4928,Product compatibility,open,Critical,cancellation request
4929,Payment issue,open,Low,technical issue
4930,Product compatibility,closed,Medium,refund request
4931,Product recommendation,closed,Low,product inquiry
4932,Product setup,open,Medium,technical issue
4933,Payment issue,pending customer response,Critical,cancellation request
4934,Product compatibility,closed,Critical,technical issue
4935,Refund request,open,Low,technical issue
4936,Battery life,pending customer response,Low,billing inquiry
4937,Display issue,open,Medium,technical issue
4938,Account access,pending customer response,Medium,billing inquiry
4939,Account access,closed,Critical,technical issue
4940,Hardware issue,closed,Medium,billing inquiry
4941,Product recommendation,pending customer response,Critical,cancellation request
4942,Cancellation request,open,Critical,product inquiry
4943,Installation support,pending customer response,Low,technical issue
4944,Account access,pending customer response,Critical,refund request
4945,Display issue,pending customer response,Low,billing inquiry
4946,Hardware issue,closed,Medium,refund request
4947,Delivery problem,open,High,billing inquiry
4948,Network problem,closed,Critical,billing inquiry
4949,Product setup,open,Medium,technical issue
4950,Software bug,pending customer response,High,cancellation request
4951,Cancellation request,pending customer response,High,billing inquiry
4952,Peripheral compatibility,pending customer response,Critical,technical issue
4953,Data loss,open,Medium,technical issue
4954,Account access,closed,Low,product inquiry
4955,Battery life,closed,Low,cancellation request
4956,Hardware issue,closed,Medium,billing inquiry
4957,Product setup,closed,Critical,refund request
4958,Display issue,pending customer response,Medium,cancellation request
4959,Data loss,open,High,billing inquiry
4960,Product recommendation,pending customer response,High,billing inquiry
4961,Battery life,pending customer response,Low,technical issue
4962,Data loss,open,Medium,cancellation request
4963,Software bug,closed,Medium,technical issue
4964,Display issue,open,High,refund request
4965,Data loss,pending customer response,Critical,billing inquiry
4966,Payment issue,pending customer response,Critical,cancellation request
4967,Installation support,closed,Critical,technical issue
4968,Cancellation request,pending customer response,High,cancellation request
4969,Account access,closed,Critical,product inquiry
4970,Display issue,open,Low,cancellation request
4971,Display issue,closed,Critical,product inquiry
4972,Refund request,pending customer response,High,refund request
4973,Cancellation request,open,Critical,product inquiry
4974,Peripheral compatibility,pending customer response,High,cancellation request
4975,Display issue,closed,Medium,cancellation request
4976,Account access,closed,High,billing inquiry
4977,Account access,closed,Low,technical issue
4978,Installation support,pending customer response,High,technical issue
4979,Installation support,open,Critical,technical issue
4980,Battery life,open,High,product inquiry
4981,Software bug,closed,Critical,product inquiry
4982,Delivery problem,closed,High,technical issue
4983,Account access,open,Critical,technical issue
4984,Display issue,open,Low,cancellation request
4985,Peripheral compatibility,pending customer response,Low,refund request
4986,Account access,closed,Critical,billing inquiry
4987,Data loss,open,Critical,billing inquiry
4988,Battery life,pending customer response,Medium,refund request
4989,Refund request,open,Low,cancellation request
4990,Data loss,closed,Critical,technical issue
4991,Hardware issue,closed,Medium,cancellation request
4992,Display issue,pending customer response,High,refund request
4993,Refund request,closed,Low,billing inquiry
4994,Software bug,closed,Low,billing inquiry
4995,Product compatibility,open,Critical,cancellation request
4996,Peripheral compatibility,open,High,cancellation request
4997,Hardware issue,closed,Medium,billing inquiry
4998,Display issue,open,Medium,billing inquiry
4999,Hardware issue,pending customer response,Critical,refund request
5000,Payment issue,pending customer response,Low,cancellation request
5001,Account access,open,Critical,refund request
5002,Hardware issue,pending customer response,Critical,billing inquiry
5003,Payment issue,closed,Medium,product inquiry
5004,Delivery problem,closed,Medium,billing inquiry
5005,Refund request,open,Medium,refund request
5006,Refund request,open,Medium,technical issue
5007,Product setup,open,High,billing inquiry
5008,Peripheral compatibility,pending customer response,Medium,refund request
5009,Payment issue,pending customer response,Critical,cancellation request
5010,Software bug,open,Medium,product inquiry
5011,Display issue,closed,Medium,cancellation request
5012,Refund request,closed,High,cancellation request
5013,Network problem,open,Critical,billing inquiry
5014,Software bug,closed,Critical,product inquiry
5015,Account access,closed,High,refund request
5016,Refund request,pending customer response,Low,product inquiry
5017,Peripheral compatibility,open,High,billing inquiry
5018,Installation support,open,Low,technical issue
5019,Product compatibility,closed,Critical,cancellation request
5020,Hardware issue,open,High,refund request
5021,Cancellation request,open,Low,cancellation request
5022,Product setup,pending customer response,Critical,cancellation request
5023,Peripheral compatibility,pending customer response,High,technical issue
5024,Installation support,pending customer response,High,technical issue
5025,Product compatibility,closed,Medium,cancellation request
5026,Peripheral compatibility,pending customer response,Medium,technical issue
5027,Cancellation request,pending customer response,Critical,cancellation request
5028,Cancellation request,open,High,technical issue
5029,Software bug,closed,Medium,billing inquiry
5030,Peripheral compatibility,closed,High,cancellation request
5031,Software bug,pending customer response,Medium,product inquiry
5032,Payment issue,open,Critical,cancellation request
5033,Battery life,pending customer response,High,refund request
5034,Account access,open,High,technical issue
5035,Display issue,open,Medium,product inquiry
5036,Payment issue,open,High,technical issue
5037,Peripheral compatibility,pending customer response,High,refund request
5038,Refund request,pending customer response,Medium,cancellation request
5039,Product setup,pending customer response,High,product inquiry
5040,Battery life,pending customer response,Medium,technical issue
5041,Product recommendation,closed,High,cancellation request
5042,Payment issue,closed,Critical,refund request
5043,Data loss,closed,Critical,billing inquiry
5044,Account access,pending customer response,High,billing inquiry
5045,Display issue,pending customer response,Medium,cancellation request
5046,Network problem,pending customer response,High,refund request
5047,Peripheral compatibility,closed,Medium,cancellation request
5048,Delivery problem,closed,Low,billing inquiry
5049,Account access,open,Low,billing inquiry
5050,Software bug,pending customer response,Critical,product inquiry
5051,Product setup,pending customer response,Critical,cancellation request
5052,Battery life,pending customer response,Critical,product inquiry
5053,Product setup,open,High,refund request
5054,Payment issue,closed,Low,refund request
5055,Data loss,pending customer response,Low,technical issue
5056,Product recommendation,pending customer response,Critical,technical issue
5057,Product recommendation,open,Low,refund request
5058,Hardware issue,pending customer response,Medium,billing inquiry
5059,Product setup,closed,Medium,product inquiry
5060,Hardware issue,open,Critical,refund request
5061,Product setup,closed,Low,refund request
5062,Refund request,pending customer response,Low,cancellation request
5063,Display issue,open,Low,refund request
5064,Product setup,open,Critical,refund request
5065,Network problem,closed,Low,billing inquiry
5066,Cancellation request,pending customer response,Low,product inquiry
5067,Delivery problem,pending customer response,Medium,cancellation request
5068,Product recommendation,pending customer response,Medium,technical issue
5069,Network problem,open,Medium,product inquiry
5070,Payment issue,open,Medium,cancellation request
5071,Battery life,open,High,billing inquiry
5072,Refund request,open,Medium,product inquiry
5073,Product recommendation,open,Critical,billing inquiry
5074,Network problem,pending customer response,High,product inquiry
5075,Battery life,closed,Medium,billing inquiry
5076,Account access,pending customer response,High,cancellation request
5077,Software bug,closed,Medium,product inquiry
5078,Peripheral compatibility,closed,Critical,product inquiry
5079,Account access,pending customer response,Low,billing inquiry
5080,Product compatibility,open,Critical,product inquiry
5081,Cancellation request,pending customer response,Medium,cancellation request
5082,Network problem,pending customer response,High,billing inquiry
5083,Display issue,closed,High,refund request
5084,Payment issue,pending customer response,High,technical issue
5085,Software bug,pending customer response,Medium,billing inquiry
5086,Battery life,open,Low,technical issue
5087,Software bug,closed,High,billing inquiry
5088,Refund request,pending customer response,Low,technical issue
5089,Product compatibility,pending customer response,High,cancellation request
5090,Installation support,pending customer response,High,billing inquiry
5091,Cancellation request,pending customer response,Low,product inquiry
5092,Delivery problem,pending customer response,High,billing inquiry
5093,Product setup,closed,High,technical issue
5094,Payment issue,pending customer response,Medium,refund request
5095,Software bug,pending customer response,Critical,billing inquiry
5096,Product compatibility,pending customer response,High,technical issue
5097,Cancellation request,pending customer response,Medium,refund request
5098,Product compatibility,open,Low,technical issue
5099,Display issue,closed,Critical,billing inquiry
5100,Battery life,pending customer response,High,refund request
5101,Software bug,open,Medium,cancellation request
5102,Product setup,pending customer response,Critical,billing inquiry
5103,Payment issue,closed,Medium,product inquiry
5104,Data loss,pending customer response,Low,product inquiry
5105,Cancellation request,pending customer response,Low,technical issue
5106,Product compatibility,closed,Critical,product inquiry
5107,Product compatibility,open,Medium,product inquiry
5108,Network problem,pending customer response,Medium,product inquiry
5109,Product recommendation,closed,High,billing inquiry
5110,Payment issue,open,High,cancellation request
5111,Refund request,pending customer response,Critical,refund request
5112,Product compatibility,closed,Medium,refund request
5113,Product compatibility,closed,Medium,technical issue
5114,Product compatibility,closed,High,technical issue
5115,Data loss,pending customer response,Low,product inquiry
5116,Peripheral compatibility,open,Low,cancellation request
5117,Data loss,open,Low,technical issue
5118,Installation support,closed,High,cancellation request
5119,Display issue,closed,Medium,product inquiry
5120,Cancellation request,closed,High,cancellation request
5121,Peripheral compatibility,pending customer response,Critical,product inquiry
5122,Network problem,pending customer response,Medium,product inquiry
5123,Product compatibility,closed,Low,billing inquiry
5124,Product recommendation,closed,Critical,cancellation request
5125,Product setup,open,Medium,refund request
5126,Data loss,open,Low,cancellation request
5127,Peripheral compatibility,closed,High,cancellation request
5128,Payment issue,closed,High,billing inquiry
5129,Product compatibility,closed,Low,cancellation request
5130,Product recommendation,pending customer response,Medium,technical issue
5131,Product setup,pending customer response,Low,product inquiry
5132,Battery life,pending customer response,Medium,refund request
5133,Hardware issue,closed,Medium,billing inquiry
5134,Peripheral compatibility,closed,Medium,cancellation request
5135,Product compatibility,pending customer response,Critical,technical issue
5136,Installation support,open,Low,product inquiry
5137,Peripheral compatibility,pending customer response,Medium,product inquiry
5138,Payment issue,pending customer response,Low,cancellation request
5139,Account access,closed,Low,cancellation request
5140,Data loss,pending customer response,Medium,product inquiry
5141,Delivery problem,open,Medium,refund request
5142,Data loss,pending customer response,Low,product inquiry
5143,Software bug,open,Low,product inquiry
5144,Product compatibility,closed,Critical,billing inquiry
5145,Display issue,closed,Critical,product inquiry
5146,Software bug,closed,Critical,product inquiry
5147,Installation support,pending customer response,Critical,billing inquiry
5148,Network problem,closed,Low,technical issue
5149,Software bug,closed,Low,billing inquiry
5150,Product setup,pending customer response,Low,cancellation request
5151,Battery life,pending customer response,Low,technical issue
5152,Peripheral compatibility,closed,Low,cancellation request
5153,Delivery problem,closed,Critical,technical issue
5154,Delivery problem,closed,Critical,refund request
5155,Product setup,closed,Low,product inquiry
5156,Hardware issue,open,Low,technical issue
5157,Peripheral compatibility,closed,Medium,product inquiry
5158,Display issue,closed,Critical,cancellation request
5159,Product setup,open,Medium,cancellation request
5160,Battery life,open,Critical,refund request
5161,Peripheral compatibility,closed,Critical,technical issue
5162,Refund request,open,Medium,billing inquiry
5163,Delivery problem,open,Medium,product inquiry
5164,Peripheral compatibility,closed,Medium,cancellation request
5165,Delivery problem,open,Low,billing inquiry
5166,Software bug,pending customer response,Low,refund request
5167,Cancellation request,open,High,technical issue
5168,Refund request,closed,Medium,cancellation request
5169,Product setup,pending customer response,High,technical issue
5170,Installation support,closed,Low,billing inquiry
5171,Product compatibility,closed,Low,billing inquiry
5172,Cancellation request,pending customer response,Medium,refund request
5173,Software bug,pending customer response,High,cancellation request
5174,Display issue,closed,Medium,refund request
5175,Hardware issue,closed,High,billing inquiry
5176,Battery life,pending customer response,High,refund request
5177,Battery life,pending customer response,High,refund request
5178,Installation support,pending customer response,High,refund request
5179,Delivery problem,closed,Low,refund request
5180,Installation support,closed,Critical,technical issue
5181,Cancellation request,open,Critical,billing inquiry
5182,Network problem,open,Medium,billing inquiry
5183,Payment issue,pending customer response,Medium,billing inquiry
5184,Cancellation request,open,Critical,technical issue
5185,Product compatibility,open,Critical,refund request
5186,Product setup,closed,Low,cancellation request
5187,Data loss,closed,Medium,cancellation request
5188,Peripheral compatibility,open,Medium,billing inquiry
5189,Data loss,open,Medium,cancellation request
5190,Refund request,closed,High,refund request
5191,Account access,open,Low,product inquiry
5192,Account access,closed,Medium,billing inquiry
5193,Delivery problem,open,High,cancellation request
5194,Account access,open,High,product inquiry
5195,Product setup,open,High,billing inquiry
5196,Cancellation request,closed,Low,refund request
5197,Product recommendation,closed,Medium,technical issue
5198,Payment issue,pending customer response,High,refund request
5199,Delivery problem,pending customer response,Low,technical issue
5200,Hardware issue,open,High,cancellation request
5201,Network problem,pending customer response,High,cancellation request
5202,Product setup,open,Critical,technical issue
5203,Battery life,closed,Medium,refund request
5204,Account access,closed,Medium,refund request
5205,Cancellation request,open,Medium,cancellation request
5206,Data loss,open,Medium,refund request
5207,Hardware issue,open,Medium,product inquiry
5208,Software bug,open,Critical,cancellation request
5209,Account access,open,Low,technical issue
5210,Battery life,closed,Medium,product inquiry
5211,Battery life,closed,Low,product inquiry
5212,Battery life,closed,Low,billing inquiry
5213,Battery life,pending customer response,Critical,cancellation request
5214,Product recommendation,open,Medium,technical issue
5215,Peripheral compatibility,closed,Low,cancellation request
5216,Display issue,open,Medium,billing inquiry
5217,Display issue,open,Medium,refund request
5218,Refund request,closed,High,refund request
5219,Product compatibility,pending customer response,Critical,cancellation request
5220,Data loss,open,Critical,product inquiry
5221,Battery life,open,Medium,product inquiry
5222,Battery life,open,Critical,cancellation request
5223,Product compatibility,open,Critical,refund request
5224,Product setup,closed,High,product inquiry
5225,Delivery problem,pending customer response,Critical,cancellation request
5226,Display issue,open,Low,billing inquiry
5227,Refund request,open,High,cancellation request
5228,Installation support,closed,Low,technical issue
5229,Payment issue,pending customer response,High,refund request
5230,Hardware issue,closed,Medium,billing inquiry
5231,Battery life,closed,Medium,billing inquiry
5232,Battery life,closed,Low,technical issue
5233,Product setup,open,High,cancellation request
5234,Refund request,closed,Medium,cancellation request
5235,Product recommendation,open,Low,billing inquiry
5236,Display issue,open,High,technical issue
5237,Refund request,closed,Medium,refund request
5238,Hardware issue,closed,Critical,technical issue
5239,Display issue,pending customer response,Critical,refund request
5240,Display issue,closed,Medium,technical issue
5241,Cancellation request,closed,Low,cancellation request
5242,Account access,closed,High,technical issue
5243,Payment issue,pending customer response,Critical,technical issue
5244,Refund request,pending customer response,Medium,billing inquiry
5245,Display issue,closed,High,cancellation request
5246,Network problem,closed,High,cancellation request
5247,Cancellation request,closed,Medium,billing inquiry
5248,Display issue,closed,Critical,refund request
5249,Software bug,pending customer response,Medium,billing inquiry
5250,Installation support,open,Low,cancellation request
5251,Delivery problem,closed,Medium,refund request
5252,Display issue,pending customer response,Medium,product inquiry
5253,Delivery problem,closed,High,billing inquiry
5254,Account access,open,High,cancellation request
5255,Data loss,open,Critical,technical issue
5256,Account access,open,Medium,technical issue
5257,Data loss,open,Low,refund request
5258,Refund request,open,Low,technical issue
5259,Hardware issue,pending customer response,Critical,refund request
5260,Product recommendation,pending customer response,High,product inquiry
5261,Payment issue,pending customer response,Medium,billing inquiry
5262,Refund request,open,Critical,cancellation request
5263,Battery life,open,High,cancellation request
5264,Product setup,closed,High,technical issue
5265,Account access,closed,Low,refund request
5266,Software bug,pending customer response,Medium,billing inquiry
5267,Refund request,pending customer response,Critical,billing inquiry
5268,Battery life,pending customer response,Medium,refund request
5269,Battery life,closed,Low,refund request
5270,Payment issue,open,Low,product inquiry
5271,Payment issue,pending customer response,High,cancellation request
5272,Account access,closed,High,product inquiry
5273,Product compatibility,closed,Critical,product inquiry
5274,Cancellation request,open,High,cancellation request
5275,Delivery problem,pending customer response,Medium,billing inquiry
5276,Delivery problem,pending customer response,High,refund request
5277,Hardware issue,open,Medium,technical issue
5278,Account access,open,Low,technical issue
5279,Peripheral compatibility,pending customer response,Low,billing inquiry
5280,Network problem,open,Low,billing inquiry
5281,Delivery problem,open,High,product inquiry
5282,Delivery problem,pending customer response,Medium,billing inquiry
5283,Data loss,open,Low,technical issue
5284,Product compatibility,closed,High,product inquiry
5285,Refund request,pending customer response,High,product inquiry
5286,Display issue,open,Low,cancellation request
5287,Payment issue,pending customer response,High,product inquiry
5288,Software bug,open,Medium,product inquiry
5289,Delivery problem,closed,Critical,billing inquiry
5290,Network problem,closed,Critical,cancellation request
5291,Product compatibility,open,Medium,cancellation request
5292,Network problem,closed,High,cancellation request
5293,Software bug,closed,Critical,billing inquiry
5294,Delivery problem,pending customer response,High,product inquiry
5295,Delivery problem,open,Low,cancellation request
5296,Software bug,open,Low,product inquiry
5297,Account access,open,High,billing inquiry
5298,Hardware issue,closed,Medium,technical issue
5299,Software bug,pending customer response,High,billing inquiry
5300,Payment issue,pending customer response,Medium,cancellation request
5301,Software bug,closed,Critical,product inquiry
5302,Peripheral compatibility,pending customer response,Medium,technical issue
5303,Software bug,open,Medium,billing inquiry
5304,Network problem,open,Low,technical issue
5305,Battery life,closed,Medium,product inquiry
5306,Product setup,pending customer response,Low,cancellation request
5307,Refund request,closed,Medium,technical issue
5308,Installation support,closed,Critical,product inquiry
5309,Account access,closed,Medium,refund request
5310,Installation support,open,Low,product inquiry
5311,Battery life,pending customer response,Critical,refund request
5312,Battery life,closed,Medium,cancellation request
5313,Battery life,pending customer response,Critical,technical issue
5314,Product setup,pending customer response,High,cancellation request
5315,Product compatibility,pending customer response,Low,technical issue
5316,Product compatibility,closed,High,refund request
5317,Battery life,open,High,billing inquiry
5318,Account access,pending customer response,High,refund request
5319,Product compatibility,open,Critical,refund request
5320,Cancellation request,closed,Medium,billing inquiry
5321,Battery life,open,High,technical issue
5322,Product compatibility,open,Critical,billing inquiry
5323,Refund request,pending customer response,Medium,technical issue
5324,Data loss,open,Critical,cancellation request
5325,Display issue,open,Medium,technical issue
5326,Refund request,open,Medium,billing inquiry
5327,Peripheral compatibility,open,Low,billing inquiry
5328,Delivery problem,pending customer response,High,cancellation request
5329,Software bug,pending customer response,Medium,technical issue
5330,Product compatibility,pending customer response,Critical,refund request
5331,Network problem,pending customer response,Critical,technical issue
5332,Battery life,open,Low,technical issue
5333,Peripheral compatibility,open,High,cancellation request
5334,Software bug,open,High,cancellation request
5335,Peripheral compatibility,open,High,billing inquiry
5336,Peripheral compatibility,pending customer response,High,technical issue
5337,Account access,pending customer response,Critical,technical issue
5338,Hardware issue,open,Medium,billing inquiry
5339,Delivery problem,pending customer response,Low,technical issue
5340,Refund request,pending customer response,Low,cancellation request
5341,Refund request,pending customer response,Low,product inquiry
5342,Peripheral compatibility,closed,Medium,billing inquiry
5343,Data loss,pending customer response,Critical,technical issue
5344,Installation support,closed,Medium,product inquiry
5345,Hardware issue,pending customer response,High,refund request
5346,Account access,open,Low,refund request
5347,Battery life,open,Low,technical issue
5348,Product compatibility,open,Critical,cancellation request
5349,Display issue,open,Medium,product inquiry
5350,Software bug,pending customer response,Critical,product inquiry
5351,Product compatibility,closed,Critical,cancellation request
5352,Battery life,open,Critical,billing inquiry
5353,Peripheral compatibility,closed,Low,billing inquiry
5354,Delivery problem,closed,High,refund request
5355,Refund request,open,Medium,technical issue
5356,Product recommendation,pending customer response,Low,technical issue
5357,Refund request,closed,Medium,refund request
5358,Software bug,closed,Critical,technical issue
5359,Refund request,closed,Low,refund request
5360,Data loss,pending customer response,Low,product inquiry
5361,Delivery problem,pending customer response,Low,billing inquiry
5362,Hardware issue,pending customer response,Critical,product inquiry
5363,Account access,pending customer response,Medium,product inquiry
5364,Network problem,closed,Critical,cancellation request
5365,Software bug,pending customer response,Low,billing inquiry
5366,Peripheral compatibility,open,Critical,product inquiry
5367,Installation support,pending customer response,Critical,cancellation request
5368,Network problem,closed,Medium,billing inquiry
5369,Payment issue,closed,Critical,product inquiry
5370,Payment issue,open,Low,product inquiry
5371,Data loss,closed,Critical,product inquiry
5372,Network problem,open,Low,billing inquiry
5373,Installation support,pending customer response,Medium,cancellation request
5374,Cancellation request,closed,Low,cancellation request
5375,Peripheral compatibility,open,Medium,product inquiry
5376,Battery life,pending customer response,Critical,refund request
5377,Payment issue,pending customer response,Low,product inquiry
5378,Refund request,pending customer response,Low,product inquiry
5379,Payment issue,pending customer response,Low,cancellation request
5380,Delivery problem,closed,Critical,cancellation request
5381,Hardware issue,closed,Low,billing inquiry
5382,Peripheral compatibility,pending customer response,Critical,technical issue
5383,Product setup,closed,Medium,technical issue
5384,Payment issue,pending customer response,High,technical issue
5385,Installation support,pending customer response,Medium,product inquiry
5386,Cancellation request,open,High,technical issue
5387,Display issue,open,Medium,billing inquiry
5388,Product compatibility,closed,High,refund request
5389,Battery life,pending customer response,High,technical issue
5390,Product compatibility,pending customer response,Medium,billing inquiry
5391,Refund request,pending customer response,Medium,cancellation request
5392,Software bug,pending customer response,Medium,billing inquiry
5393,Refund request,pending customer response,Low,technical issue
5394,Peripheral compatibility,pending customer response,Critical,cancellation request
5395,Refund request,closed,Critical,billing inquiry
5396,Payment issue,closed,Critical,technical issue
5397,Payment issue,pending customer response,Medium,billing inquiry
5398,Data loss,open,High,refund request
5399,Delivery problem,pending customer response,Medium,refund request
5400,Data loss,open,Medium,cancellation request
5401,Network problem,closed,Medium,billing inquiry
5402,Refund request,pending customer response,Medium,cancellation request
5403,Payment issue,pending customer response,Critical,cancellation request
5404,Delivery problem,closed,Critical,cancellation request
5405,Installation support,open,High,product inquiry
5406,Payment issue,pending customer response,Low,billing inquiry
5407,Product setup,pending customer response,Critical,product inquiry
5408,Payment issue,open,Medium,refund request
5409,Product compatibility,open,Low,technical issue
5410,Battery life,closed,Low,technical issue
5411,Cancellation request,pending customer response,Medium,cancellation request
5412,Refund request,open,Critical,technical issue
5413,Peripheral compatibility,pending customer response,Medium,product inquiry
5414,Display issue,open,Medium,cancellation request
5415,Delivery problem,pending customer response,Medium,billing inquiry
5416,Software bug,pending customer response,High,refund request
5417,Delivery problem,closed,Medium,cancellation request
5418,Network problem,pending customer response,Medium,refund request
5419,Refund request,open,High,technical issue
5420,Display issue,open,High,billing inquiry
5421,Product recommendation,pending customer response,Critical,product inquiry
5422,Product recommendation,open,Medium,product inquiry
5423,Hardware issue,open,Low,refund request
5424,Hardware issue,pending customer response,Critical,cancellation request
5425,Product compatibility,open,High,cancellation request
5426,Network problem,open,High,technical issue
5427,Installation support,closed,Low,technical issue
5428,Payment issue,open,High,refund request
5429,Payment issue,closed,Critical,technical issue
5430,Product recommendation,open,Medium,cancellation request
5431,Hardware issue,open,Critical,cancellation request
5432,Hardware issue,pending customer response,High,product inquiry
5433,Network problem,open,Medium,product inquiry
5434,Software bug,pending customer response,Medium,refund request
5435,Installation support,open,High,refund request
5436,Cancellation request,closed,Low,technical issue
5437,Product compatibility,closed,Critical,technical issue
5438,Battery life,closed,High,cancellation request
5439,Product compatibility,open,Medium,billing inquiry
5440,Installation support,open,Medium,refund request
5441,Hardware issue,closed,Critical,cancellation request
5442,Product recommendation,pending customer response,High,refund request
5443,Battery life,closed,Low,refund request
5444,Account access,closed,Medium,technical issue
5445,Data loss,pending customer response,Low,cancellation request
5446,Account access,closed,Medium,billing inquiry
5447,Hardware issue,closed,High,product inquiry
5448,Hardware issue,open,Low,technical issue
5449,Product setup,open,Medium,billing inquiry
5450,Account access,pending customer response,Low,cancellation request
5451,Installation support,closed,High,refund request
5452,Peripheral compatibility,open,Critical,billing inquiry
5453,Delivery problem,closed,Critical,refund request
5454,Account access,pending customer response,Critical,product inquiry
5455,Network problem,pending customer response,Medium,cancellation request
5456,Network problem,closed,High,product inquiry
5457,Refund request,pending customer response,Medium,refund request
5458,Network problem,closed,Low,billing inquiry
5459,Refund request,pending customer response,High,cancellation request
5460,Battery life,open,Medium,refund request
5461,Product setup,closed,Medium,product inquiry
5462,Account access,closed,Medium,cancellation request
5463,Data loss,open,High,refund request
5464,Product compatibility,open,Low,technical issue
5465,Installation support,open,Critical,billing inquiry
5466,Installation support,pending customer response,High,cancellation request
5467,Refund request,closed,Medium,product inquiry
5468,Installation support,closed,Medium,product inquiry
5469,Payment issue,pending customer response,Low,billing inquiry
5470,Display issue,pending customer response,Medium,billing inquiry
5471,Peripheral compatibility,closed,High,refund request
5472,Product setup,open,Low,technical issue
5473,Peripheral compatibility,closed,Medium,refund request
5474,Cancellation request,closed,High,technical issue
5475,Battery life,closed,Medium,technical issue
5476,Peripheral compatibility,closed,Low,technical issue
5477,Battery life,open,Medium,cancellation request
5478,Software bug,closed,Medium,product inquiry
5479,Hardware issue,closed,High,billing inquiry
5480,Delivery problem,open,High,product inquiry
5481,Account access,open,Low,refund request
5482,Software bug,closed,Medium,product inquiry
5483,Payment issue,open,High,refund request
5484,Product setup,pending customer response,Low,billing inquiry
5485,Payment issue,open,Medium,product inquiry
5486,Data loss,pending customer response,Critical,billing inquiry
5487,Software bug,pending customer response,Low,technical issue
5488,Account access,closed,Medium,billing inquiry
5489,Product recommendation,pending customer response,Medium,technical issue
5490,Peripheral compatibility,open,Critical,cancellation request
5491,Refund request,open,Critical,product inquiry
5492,Product compatibility,closed,Critical,cancellation request
5493,Product setup,open,High,cancellation request
5494,Delivery problem,open,Critical,technical issue
5495,Software bug,closed,Low,technical issue
5496,Peripheral compatibility,open,Medium,product inquiry
5497,Peripheral compatibility,pending customer response,High,technical issue
5498,Product recommendation,open,Low,billing inquiry
5499,Battery life,pending customer response,High,technical issue
5500,Battery life,open,High,refund request
5501,Software bug,pending customer response,Medium,technical issue
5502,Cancellation request,pending customer response,Medium,refund request
5503,Installation support,closed,Critical,refund request
5504,Network problem,closed,Medium,technical issue
5505,Installation support,open,Critical,refund request
5506,Refund request,pending customer response,Critical,refund request
5507,Account access,open,High,technical issue
5508,Product setup,open,Critical,cancellation request
5509,Hardware issue,open,Critical,refund request
5510,Display issue,pending customer response,High,product inquiry
5511,Hardware issue,closed,Low,cancellation request
5512,Payment issue,closed,Critical,billing inquiry
5513,Battery life,pending customer response,Critical,refund request
5514,Payment issue,closed,Critical,product inquiry
5515,Display issue,closed,Medium,refund request
5516,Network problem,open,High,refund request
5517,Data loss,pending customer response,Medium,product inquiry
5518,Battery life,open,Low,technical issue
5519,Hardware issue,closed,Medium,cancellation request
5520,Refund request,pending customer response,Medium,product inquiry
5521,Battery life,pending customer response,High,billing inquiry
